,name,id,latitude,longitude,altitude,velocity,visibility,footprint,timestamp,daynum,solar_lat,solar_lon,units
118,iss,25544,39.35880648613,80.697885382323,415.47610985316,27605.797484856,daylight,4484.3759535117,1686649185,2460108.9026042,23.205932315714,35.069394852135,kilometers
119,iss,25544,38.732467904969,81.691846146756,415.39508409967,27605.620519608,daylight,4483.9611221537,1686649201,2460108.9027894,23.20594277382,35.002737887048,kilometers
120,iss,25544,38.096625821736,82.667323124029,415.31440776036,27605.437000424,daylight,4483.5480333254,1686649217,2460108.9029745,23.205953231692,34.936080921968,kilometers
121,iss,25544,37.492221922715,83.56546321001,415.23928494624,27605.25880402,daylight,4483.1633387093,1686649232,2460108.9031481,23.205963035739,34.873589996297,kilometers
122,iss,25544,36.839009686516,84.506469242611,415.15990764338,27605.061963136,daylight,4482.7568137568,1686649248,2460108.9033333,23.205973493158,34.806933031269,kilometers
123,iss,25544,36.218942526767,85.373134345397,415.08639013046,27604.870892328,daylight,4482.3802592853,1686649263,2460108.9035069,23.20598329678,34.744442105623,kilometers
124,iss,25544,35.549664125398,86.281471730331,415.00914039029,27604.659908803,daylight,4481.984547005,1686649279,2460108.9036921,23.205993753745,34.67778514064,kilometers
125,iss,25544,34.872576332021,87.173658865228,414.93331488314,27604.441306791,daylight,4481.5960890437,1686649295,2460108.9038773,23.206004210478,34.611128175686,kilometers
126,iss,25544,34.230993308367,87.995847312242,414.863719803,27604.229256805,daylight,4481.2395138386,1686649310,2460108.9040509,23.206014013455,34.548637250104,kilometers
127,iss,25544,33.539657449156,88.858121248483,414.79128667349,27603.99528287,daylight,4480.8683610465,1686649326,2460108.9042361,23.20602446976,34.481980117572,kilometers
128,iss,25544,32.88524406005,89.653110199945,414.72526320916,27603.768449294,daylight,4480.5300192898,1686649341,2460108.9044097,23.206034272313,34.419489192039,kilometers
129,iss,25544,32.180765869385,90.487265459879,414.65705613539,27603.518314043,daylight,4480.1804548492,1686649357,2460108.9045949,23.206044728139,34.352832227166,kilometers
130,iss,25544,31.469910835408,91.30760288073,414.59135430608,27603.259535204,daylight,4479.8436985419,1686649373,2460108.9047801,23.206055183731,34.286175262324,kilometers
131,iss,25544,30.797928003082,92.064533981902,414.5322288815,27603.008901288,daylight,4479.5406234409,1686649388,2460108.9049537,23.206064985639,34.223684336846,kilometers
